ulid,text
01K5K167VMV9C7FM3P56GV9HBH,Dugpod po ang ulam mo?
01K5K1684CE42C1A44777T473S,Ito saradi ng kupal na to.
01K5K168D3EHF51JCTHVGZTC9F,Pa pa na naging dugpod ito?
01K5K168MW5P3WMXF6084Q9AE4,May kinito bang dugpod na ulam?
01K5K168X5W82Y891FBT9QQZV2,May dugpod bang ganyan na ulam?
01K5K1695YGW9858ZKA2DH56QQ,Ha? May dugpod bang ganyan?
01K5K169DTZG6R7EAVQV1ST0GJ,May dugpod bang ganyan?
01K5K169P066AVBPJY431DYEBB,Na may sausawan?
01K5K169XT89E3F70YWKSEFPH2,Inutin?
01K5K16A68BH23Z7WES3K1WBGD,Bobo?
01K5K16AEM3C961PK9ESEGHM8Y,Anong sinasabi mong dugpod bang ulam ko?
01K5K16AQ7WKNKYCNCMS2PTHAJ,Tadjakan ko nga lang alam mo.
01K5K16AZ45RYQC8HZSY04E8S3,Sinasabi mong...
01K5K16B7TEWWBF3P674ERARB5,"Bakit na dugpod, di ka nang nakakain."
01K5K16BGGN3270VJ3RHFDYXK3,Dugpod ka pang nalaman.
01K5K16BT0GG8G8QNC1J80F590,Abra or M-sides?
01K5K16C32CNGMQGTQR98PTE1A,"Sorry, M-sides. Abra."
01K5K16CBJGCVTKEGM11SMNXT4,Abra or Tipsidy?
01K5K16CKYCQZSN7FQPECK69JF,Tipsidy or Balakid?
01K5K16CW6WXSQVK036026DKA4,Ahhhh!
01K5K16D4C2ZJKKHMW36R5G3EW,Mott or Smugglas?
01K5K16DCFARV26E2RRW1G5JBM,Pares ko kaya.
01K5K16DMN7DZ0C8XGQZBG8DBH,Last one na lang to. Mas may rapang ka dito.
01K5K16DXMNADV1DG8YABPR6D9,First kong naging kaibigan si Sino sa lahat.
01K5K16E7APSNPWH7SDK3ZSZ67,baka magbago ang pananaw ng isang Bustoyo?
01K5K16EGCMG5Y1ZPYVKK0XWTH,Mott or Looney?
01K5K16ESE5JYZW9BT9V7CMWZ1,"Pero syempre, sa'yo ay nagtubak ko."
01K5K16F1WJ173FKBP4E3B11YD,Bakit si Looney ang top 1 best choice mo
01K5K16FAMN0A5N92Z5ZQHB116,sa lahat na nabanggit kong clip top MCs?
01K5K16FKE8DMS6C88HP8CX65V,Talaga sobrang paggang ako kay Looney.
01K5K16FVP980AC483Q1VJHM6C,"Dati pa so, sobrang idol ko si Looney."
01K5K16G4EKSTYXF6BBZE40S7G,"Para kay Bustoyo, anong yung tumata na linya from Looney?"
01K5K16GDVNEWD50W3432T7A4H,Yung sobrang taas na narating ko na bangga ko si Jesus Cristo.
01K5K16GQVYTFCSMTCKZHPHER3,Sa langit ka ng galing?
01K5K16H0VPE9RR58X48NZSA76,Hindi kita nakita doon!
01K5K16H97954JD8JKY6BTD46D,"Sa sobrang taas na narating ko,"
01K5K16HJAA0TWZ5Y37YM5C2AZ,na bangga ko si Jesus Cristo!
01K5K16HWDXDNWA4AQDT326GQC,"Uy sangay pupunta, dead is jan, wala kang tataan nandyan"
01K5K16J4B43A76D4QQS2X013H,"I'm a flirt, pag napadaan mga chicks dito sa hood"
01K5K16JCR0B90BEP6BBPX0Q8B,"I'm a flirt, nakayaan mag smoke, may dalang silang shook"
01K5K16JMXRHQBH1KW3WC9Z6F9,"Labat first sign, sound trip sickers"
01K5K16JWQ4ZKY4NHHGR2RFZJH,"One chorus at verse, yeah, ako daw first, yeah"
01K5K16K5VQPTG3ECYHMAD791X,"Yeah, I'm a flirt, pag napadaan mga chicks dito sa hood"
01K5K16KEJK4QEZ1EYGYFQKP37,BOOM!
01K5K16KQT5KSXK318XPW7DRKF,HAHAHAHAHAHAHA
01K5K16KZCWHJB1B6V6NEP3W5V,BOOM BOOM BOOM
01K5K16M7TGNGF386NFGZB5Y53,BOOM BOOM
01K5K16MG1SW92NF4FQVP90ZNF,HAHAHAHAHA
01K5K16MT8GZZ0F13ESBWKXYD7,Mangganitong pantinapat ang binibili natin.
01K5K16N29SD82DQEJ7NW9T81K,Very cotton ang tela.
01K5K16N8ZW3269PE1W8VS8BAR,"Estritchable, breathable at hindi nakakaitim ng singit."
01K5K16NGDGW219BGP4DTPR02V,12 pieces na yan.
01K5K16NPWR4E9YWF76K10MYB4,Ay yan sa mga naghahanap ng high quality pair affordable.
01K5K16NYS9D4TFX4SV5M3TB5F,Mag-checkout ka na habang may stack pa.
01K5K16P7186XXK1JHQY8R7TC0,I'm okay ang parapat ang sumugod dito ha. Bahay ni Reggar to ha.
01K5K16PJSF7ZC7ABWXFXD0ZR2,This is the great wall of fucking wall.
01K5K16PVWWMH6MCGHAHM0N18Q,Mabokan ni nang may nampad na mo.
01K5K16Q546H9WJ2FJKT6H6GPZ,What are you man? Don't kill me I have family and friends who are waiting for me to the manila to the Philippines.
01K5K16QF84D0402DHZV85NMBK,Fuck me Philippines! Putaki na mo ha!
01K5K16QQT8WN8GP474BHQMWK8,Sino pinumuro mo Philippines ha?
01K5K16R05EPY16KCYG7N2DKJ8,Hindi ko nang pinuro bang sama ko kaya naman BOOM!
01K5K16R967RKWE5DGXEVXC55A,Ha putangin mo pag-iitan di ko Pilipinas.
01K5K16RJ7PY4FCK9Y5H90KNY4,Do not trust ang may country!
01K5K16RV3XVHF8VBM2GKYBZH0,Ang mamatay na antail sayo!
01K5K16S4NDXMQSRM8HXD4QM34,This is Philippines bro! Do not fucking trust ang may country bro!
01K5K16SG40ZR407WVSMCSN607,Boss may damit kang walang butas?
01K5K16SS6MRC8R635RFTD2W4K,"Alam nyo yun yung mga pag-titiis, pagpipigil ko sa inyo."
01K5K16T23Y78VVH1TJTCQYFDE,"Alam nyo yung repa, hindi ako makalive ng ituloy-tuloy yung araw-araw."
01K5K16TAT161CP8NYNH2W9A6A,"Ngayon kung itatanong mo sa akin,"
01K5K16TK83B5M3VBH4TFAW35H,"na kung may damit ba kami na walang butas,"
01K5K16TW0S3SWB41VHBH1Z6B5,Mga reseller lang to.
01K5K16V5SMP1CW8CSNSXQ6SB0,Hi Crash! Anong tagalog ng I love you?
01K5K16VDCN8QG84WTE551FJHE,Ang bobo ang puta!
01K5K16VM3RX63V8YSNDQ36M6V,SAVAGE!
01K5K16VTH6K818X1DC65TDH64,Matanong lang eh.
01K5K16W1RY5SMAMVHC9MW2G4Y,Ano ba wal yan?
01K5K16W9NKENQCMHMSW73M639,"To reveal a bank account, even piso lang yan, or 1 billion."
01K5K16WKBPF14KZKCXMRK3C54,Ano mo ba yan?
01K5K16WVECNJNZVNNDQZF89H9,You make it public here?
01K5K16X36J9KNM4TN55EV5PEB,Hindi mo ba alam that I could charge you for that alone?
01K5K16XBXB7B11KY4AQG11MK6,That single statement I can send you to prison.
01K5K16XMRE905XZJRKJWG2JE2,I guarantee you.
01K5K16XWR2R5A254VTYXQ40F3,Hindi mo ba alam yan?
01K5K16Y49B73961FED9TTBQ6J,Hindi po tayo nasisretin doon.
01K5K16YDXAY5T7R7TF1EH0Z4J,"O walaang klas eh, pwede kayong magbakas yun diyan lang sa bahay."
01K5K16YQ47FD973SMAV671JGB,I'm sure may mga bagay-bagay diyan sa bahay na hindi pa ninyo nakita.
01K5K16YZPD1KS7Y5W35N62KHF,Naman kayong ginawa kung hindi magtulbok-tulbok rin diyan eh.
01K5K16Z96NV7A0T8CSJBVB64Q,"I'm not gonna lie, yeah"
01K5K16ZHBJYAB80ME10Q8QTCT,"Put it in the cloud, I'll be outside, I'll be on the way"
01K5K16ZSFFWAKNP5M05J689E9,I'll be on the way
01K5K1700RPV8P3JTT2ND53S52,"...tindera ng ginto, e yung nipin mo nga tangi na yung silver na nanso."
01K5K170AEKN2WCQ2CBPNZY3EV,Nakakalimot ka atang sa pampanga ka nakatapak.
01K5K170KC066TRN4G38S6ZPY9,"Walang kwenta ang pagiging malali mo, lalamunin kita ng lawak."
01K5K170Y0VTH7RGY5EDTGY2SC,"Sa pagiging maangas nyo, dyan kayo napapahamak."
01K5K17173CXE3JC01J4NTWTQX,"Dahil ulo kayo ng ulo, mga wala naman kayong utak."
01K5K171GG9VDPFFP08FDKJ5C0,Suwail na anak ng Gapo? Ha? Suwail na anak ng Gapo?
01K5K171T5M3RSVDGVB8AF1QP1,Narantado? Baka inutil na anak ng Bano?
01K5K17230ZZJB26A4YP1MYQM5,Di ka pa nag-isip? Paano mo ka bibigyan ng magandang laban?
01K5K172D37SN4KJA4XFZRTNPC,Bakit Rish pangalan mo?
01K5K172NCAQWZHJSK5K4WQ8YH,Pinaghallong pangalan ba yan ang nanay mo at ang mong itong ato ng tatay mo?
01K5K172ZZPGAHVTW5MP59JAZF,wooden stick
01K5K173BM1CF126C2F38R42QZ,statue
01K5K173NTPZ10Q28GNFHKAKQ6,nerってる
01K5K1742ABRGY9MCGQCXPNSSV,Maybe we were meant to be
01K5K174ANYHD3EJ588TD4D4QY,"I think I'm falling, falling in love with you"
01K5K174MJ3ASGW77BF8Z3BXRX,"Itlog na pabilog, bilog, bilog, bilog."
01K5K174X3YCSME5RSHTXKR487,"Wait na lang, Jopeta. Time first lang. Ngayon kasi ako may nakatingin."
01K5K1754J5HPWFKJ8WNG6SVG3,"Sige na nga mga, may nalang ayoko na din. Paepal yun."
01K5K175CEF8J3XXWCZFKQT9FW,"Kung ako lang, kung ako lang ay di ko sasabihin"
01K5K175ST8ZGTCSZ9SD91RXC2,"Para sa'yo, para sa'yo handa kita imutin"
01K5K1766V7NDRTJ797QMRC047,"Kung ako lang, kung ako lang ay di ko kakayanin"
01K5K176KR1N8Q5BGS907ADB26,"Para sa'yo, dahil sa'yo ay aking pigunitin"
01K5K1770G0TPSMT9FJ3J6DMQR,Buhay ko'y isusugan
01K5K177B97Y4QF47Q0K8S6FQZ,Ikaw man ang...
01K5K177NW6SGB4QMRTSGR5938,Sa di na may dami ng lalaki
01K5K177YCNJ2E8A3535TGR86N,Puta bakit ako pa na dalit?
01K5K1786H185FVJN96JVRPD5C,Di mo nya pala pare
01K5K178ENF9TFAFY493C3KCMN,Mga magagandang babae
01K5K178PZ6MPM1937EC9AERD3,Sabi nya walang iba
01K5K178YBMBX65RW1WN4FPN5Y,Totoo iba iba
01K5K17960DBTK79DMFPZEJWZC,Ang nakakasama nya baka lang iya
01K5K179DX39589TV23PMBEFMK,Nung una din ang iba
01K5K179NA89PMDA9SMBHB31V8,Kahit hulit ang ina
01K5K179X5MEY7PQSWA1RBHADP,Wala na akong nagawa
01K5K17A4C03DE70VYDWVM15AB,Kung di mahiya
01K5K17ABDMSERDHKY4SRMXPJK,Ang lalim ng binigay mo sakin
01K5K17AJYSYWP57DSBJBVYD44,"Sobra sakit, agus sa damdamin"
01K5K17AVTYS7PCFY72T4VRY2Q,"Eh, sana nung kapag umamin"
01K5K17B3HSR2R93N3KN4S9AZZ,Bago pa akong makumpusan ng hangin
01K5K17BCCNB39WE998BPV111A,"Keralik, salamat po sa pagkakataong to."
01K5K17BM108YC76FE82CV2GV4,"Kasi kahit di ako nagkulehiyo, pinatuntungmok ko na yung tablado."
01K5K17BVVVR86VPTAPP49ZMW3,Kaya may tinapos ako.
01K5K17C39SXW20D8TNZGB0GVG,Bagsak ba na mga punchline ko para laite na mga guru?
01K5K17CBGKG3Y4XM33CQD1R40,Hindi. Alam kong tama ang tinuturo na mga guru.
01K5K17CKBBGBZYTR4ZAQ16Y3V,Pero mas natuto lang ako sa akin mga pagkakamali.
01K5K17CVN2JKPZAVQS09A8GE4,"Real talk, okay ka sana, no doubt. Pero kung love life ang usapan, girl, you're already phased out."
01K5K17D4CPME2ZZTYNMGAYFRH,"Phased out? E ikaw nga ay walay sa lambingan, kaya puro buhay ng iba ang iyong libangan."
01K5K17DEH499WQJCFKH8YTMW9,み廢
01K5K17DNHASH2HZHA2EKWV1XQ,yon nang pakircsutell
01K5K17E00KY254FRQ7956VT11,matas
01K5K17E7B7H3KSE58YXEJ0G13,he
01K5K17EFFTVR8PQKCY908PB3W,Ang araw nga nakakasilaw
01K5K17EPY46RZYQ3E9CQE6MBQ,Ang kagwapuhan ko kaya agoy!
01K5K17EZCB6XDVW7X9QX9VXRN,"Pwede, fight section nya pala magkakalaban dun siya, sobrang epic."
01K5K17FBZ102ZD0G5DC1RNQ71,"Bratatatatat, bang oh di ba nakakatakot."
01K5K17FQCG1A6F29MDJ7E601Y,"Mabaril hindi ko mo, katakapang takat."
01K5K17G211S5G6TTAJPC54TK7,"Kaya pala yung hininga mo, amuy pulbora."
01K5K17GCB4867X8QP18EJ4QSN,Ikaw na hariyo.
01K5K17GP5X82NVMFFPGQ2TACV,"Anyway, tae mo dilaw."
01K5K17H0T72TFCMQ1YGPHNVPK,"Sapatos mo pote, shorts mo pote, damit mo pote."
01K5K17HBA1554KEGJE7A42J1Q,"Pagdating sa kilikili mo, amuy dato pote."
01K5K17HNFCQF42AWT84ZH8X8D,"Means, the sun is for the light, the moon is for the night, and you is for the rest of my life."
01K5K17J0GXHXGBMJXBAKAE63T,"Bang nalang dalawa, bang nalang morsaba."
01K5K17JANTBAY06NQHCWBZEH6,"Kuy teka, English yun ah."
01K5K17JMC3YHYQ9NX8E1JT867,"Kuya, meron ako sasabihin sayo, meron akong gusto, at yun ay ang sarili ko."
01K5K17JZKWK9CJE3N7WBZT7PK,"Alam mo, miss, wag masyado mahalin yung sarili mo."
01K5K17K9WZ71P08V5TQYG6NCN,Kasi yan ang responsibili dad ko.
01K5K17KMJBTJJNMNXAQ30KHZC,Bakit ganito ang pagkaluto ng isda?
01K5K17KW69HNE4KRRTBE2P11G,Meron pa man tong palitpit.
01K5K17M2H2XA81R8Y97X7FXKH,"Hindi ka marunong magluto, kawawa ang isda mo."
01K5K17M9KTA3NH76DD1WAWYH1,Hayok ka.
01K5K17MH550J4M1PWXVAKDPX9,"Boss! Busa, boss! Wala kang hanap buhay!"
01K5K17N1E2AG5Q96QMCCRPHM0,"Kabi niya kay Crippley, gusto mo tirahin ko yung ex mo?"
01K5K17NGJ1JPGT40S49WPGQ1T,Di ba may ex ka tapos iniwang ka? Ha?
01K5K17NZA9XFTM03WEAZBXCR7,"Eh, paano kung sabihin kung may ex ako, tos kami pa? Gulo, di ba?"
01K5K17PF5GW28ZFSQDZHEAVWC,"Sinabihan kasi ng pangit, dinamdam agad ng todo, tapos naghamon pa damihan ng natoro."
01K5K17PYWJQEE97GGHBRVBVQD,"Ikaw na maurag, magiting na sa kepyas, pag nagsukot na yung nandurag mukha ng titing na kamedyas."
01K5K17QE7RYXW5VMYQYTC48N1,"Can you say, I'm a snitch?"
01K5K17QWBGNFZRGY3EJ0SEWSS,"Show me again, cause I know you're such a gangster."
01K5K17RAQKKZ16VGYPSE68W5W,Alam nyo ba tunay na istorya kung ba tunakulong?
01K5K17RSWR4SMR5TM1FR7R1XD,Nagahanap sa FB ng mga nanghihingin ng tulong. Superhero yan?
01K5K17S8XWRSPW9RWCQC5QGEV,"Ireregister lang daw yung number sa treasury, pakifoward na lang agad pag may nagsend ng OTP."
01K5K17SR5CCRXVR3C6N54MV0Y,"Gago! Nasisikmura mo yung ganoon, buti hindi ka nae-empacho."
01K5K17T7GD4MS9MRVC0020PEJ,Pinapakain mo sa pamilya mo galing sa panggagancho.
01K5K17TNJSKHRNEEH9M6WD58A,"Tapos kumakaporma, kala mo ang tikas, pag nagkasakit, wawa naman, hingi tulong din sa jicas."
01K5K17V5EA0TCE9A74VJSHGAP,"Grabe ka, kaya pala ang galing mo sa reference, hayop ka."
01K5K17VM7CQ6W5J2TCHA8MXPZ,"No need to drop name, number nyo lang."
01K5K17W2ATK6W9N6PHP323P40,"Kaya pala ang galing mo sa reference, hayop ka."
01K5K17WGT10TKFPC26V2TP124,"No need to drop name, number nyo lang. Ayos na!"
01K5K17WZP4XPJT4GVBPS0H227,"Islakwan, sayang bata ka pa."
01K5K17XE1M5JFGHM19TMHPA6K,"Batuga na, sakitin pa kaya dapat lang mawala ka na."
01K5K17XWQR661P9M746NXAMSD,"Isipin mo, burul mo ngayon, tos ganyan yung tao."
01K5K17YAZQKEWB0CDAABB219P,"Nung last night ni Romano, may hinagpis sa kanyang mukha."
01K5K17YT9TRH2SPNSVP5FW8EF,"Well rounded yung bilao, binatil niya yung puto."
01K5K17Z92G2E764KTZ567KQ9Q,"Ahon 12, Batangas yung resort."
01K5K17ZPYSWB11F09D372JVMW,"Si Luxuria nasa pool, si Gago nag-boxer short."
01K5K1805FS71KJGNSKN66Y9PG,"Bayaw, dadakotin ko yan, eto na yung chansa."
01K5K180M2SZRVYQFTJMRPJT90,Mabalasik na romantic.
01K5K18125ENKTV0S7089TFFWT,Mag-i-spray ng aromatic sabay bimbang acrobatic.
01K5K181GXM7WZS30S0PX05527,"Yung chick nya mga addict, yayayain nya sa attic."
01K5K181Z8AKASJW9A3PY0N8P2,"Bibiliyay antibiotic, kitamoto subumatic."
01K5K182DX77HAEYWM34E1MSFD,Lamang ka daw sa delivery.
01K5K182WJR6H9HC3X5K33G47S,Malakas ka lang dahil sa tao.
01K5K183ARV9SGVBM7AA00GGSR,"Kung may pera ka dahil sa mub, ano ka lala mub?"
01K5K183TDMCSG9T2JPYRZ8VVK,"Mami, what if pagpraktis sa ginauog himog tao, ikaw una na buhat niya?"
01K5K1843DWZP682DNEG5520AH,Perfect!
01K5K184AD4ZGGNBD02ZQ8SQ7P,Hayag ayaw. Perfect ay stanan.
01K5K184HR2RV9XSC6DQY7DS2F,Sak-sak ka no!
01K5K184SK68Z7652M78XM881Y,"Red ride tight with the Draco, B-D-R-A-C-O, yeah"
01K5K1853AS6MNGD8F3SNEVPW3,"DRACO, DRACO, DRACO, DRACO"
01K5K185DKMZA6QBQFCC7DQ1AT,"I got a Draco in my book, man, lil' peach, yeah"
01K5K185PYQ9246SXN6D2268JT,"That motherfucker gotta keep back on it, yeah"
01K5K185ZTQBP88DX6F3MTKM0G,"And I put this on, I'ma leave my opp in the scenic"
01K5K1868QWCV7CRJH7GE8QEJ6,Lay this bitch down in the yard like a peedin'
01K5K186H1GTZNHF9NQS0SKSJ4,"Got no gun, how the fuck he flippin'?"
01K5K186S5B8KZBVCFB31TTYBM,"We gon' push up, bitch, lil' bitch"
01K5K18721CJ64NP3NCC9WHDEW,"And I'm takin' shit, ain't no reasonin'"
01K5K187BDCXDBFXJ01RVPEHHH,Ain't no fishin' shit
01K5K187M87135D1QRWHD6DV02,Every day my bright day
01K5K187WKGP1ZVXP6WR8GYYPH,So shut my dick right now
01K5K1885YHRHVWP5MY3GQHV9Y,Right now
01K5K188ER6WPRPWX6C2Y3PE7R,Hold this shit down
01K5K188R5FTARD2CY61DA0PFV,"Bitch, I'm a king, but I'm tryna play my card"
01K5K18917RJREGC8YV28K5STP,Push up
01K5K1899M1XZVH8TAT4PSADYT,"Push up, feel"
01K5K189K2099HH0PJM51XNM27,DROP THEM COOKIES
01K5K189W85FRWJW4FATNM3J5X,"Baka yung Coke, siya ka JD"
01K5K18A4GGM5YEDZ1VNNQD5AB,"Minimix ko ikaw, bro"
01K5K18ACRYXKPG9NGGS869VEB,"Kasi lazy, di ni disco"
01K5K18AMW65JV8A4KR8BYF19W,"Ngayon yung pole, sobrang hazy"
01K5K18AWNBCMJHQ0CQDR7BJNC,"Di ni disco, baka yung band"
01K5K18B4VB9MERRG1KACBAA8Y,"Sobrang wavy, sa inismo"
01K5K18BCY7RPR3SHGHRXJDT29,Asan yung coke? Asan yung dope?
01K5K18BN40DGN66H2YD42BTDS,Tatangdur kasi malaki yung pilo
01K5K18BXDV58K6WAA5T8SQBHY,"Kahit sa club, we turn it up"
01K5K18C60ANSZWFGPXXAHB3TF,"Bili kao, san lamon, we run it up"
01K5K18CE5SE883DSYYAGXEQXX,"Bawa pa na dun sa club, wala sa paging gantea"
01K5K18CPSA41D0A2S0ZJNWK5S,Dahil ang sumubog na pero di yung obrahong
01K5K18CZEF5TKCFTE4XWJR2W7,Matik na sa tropa kasi meron tanrabaho
01K5K18D7JC1ZGKCDRVGQGK69A,"Os mawal tiyaga dus, we a f**king babaw"
01K5K18DFNFPX85PS8TYER8MCE,"Eto na the drop na mali, mali, mali, mali"
01K5K18DQH4VM6X5DKK0Y1V5RK,"Di ka pwede samin mabaka sa kali, kali, kali"
01K5K18DZXC5MH1AD207JJ6Q1Z,"Di na aalis yung tingin, samin, samin, samin, samin"
01K5K18E8N5A3P85CW50A2W3B1,"High as f**k, na naman ang gasa pa gawin na namin"
01K5K18EGTW6Q2JGAX6QZ4JWK1,"Ah, I'm too low club"
01K5K18ET8GC7B4CA6KBQH2HV0,She finally met a man that's gonna put her first
01K5K18F5B1KXDDEV85EV2ZPZD,"Well, how about a way she's no trouble sleeping"
01K5K18FFBN7S19C7MMQ6EB33B,"Cause when a heart breaks, no, it don't break even, even, no"
01K5K18FS51M3KVMFN9WW3ZS2Z,What am I supposed to do when the best part of me was going to end
01K5K18G30G6CY8DRDP7W4B9PP,What am I supposed to say when I'm all choked up that you're okay
01K5K18GCVK1AZGZEGDYVK182T,"I'm falling to pieces, yeah"
01K5K18GPQG1E6D5MTH2FS1T1A,I'm falling to pieces
01K5K18H0RJZBPX7Z7XTWSWQ34,They say bad things happen for a reason
01K5K18HA0EDVAHHX0NJMVQRDR,But no wild words gonna stop the bleeding
01K5K18HKJED16353335GEMN4J,Cause she's moved on while I'm still grieving
01K5K18HX5JFW61WSA25PX9ZEB,"When a heart breaks, no, it don't break even, even, no"
01K5K18J5SPH0E7S4Q11C2WHYD,Mag-xay lang po sa sambayang Pilipino. Maraming maraman salamat sa iyo.
01K5K18JGQEHMSG62G0TPKTX6N,I am here because I love my country and I love the people of the Philippines.
01K5K18JTG079FSZNQ7GV69QKB,"Tangi na, lagi na nga akong buyat."
01K5K18K1QRG0X1Y22HVQQGGE3,Matutulog na ako sa tamang oras.
01K5K18K8Y9VXS70W9Q3WQVBW8,"Tinitigan ko, nilapitan ko, pangina nakasabuto."
01K5K18KJ6FHW3J1MAJRXDEZXY,"Yung suntok nya daw pag tumama, paangat parang nastampid."
01K5K18KT6VNZ2XR55HF4KFCC8,"Stampid, paangat."
01K5K18M0Z65DSY5VRS24548R9,"Pag nakasabu, wag magsusulat."
01K5K18M9DSVN37MFSESYFDQT5,"Party and fun, yeah, yeah"
01K5K18MK78MPMBP03DXAC4KWJ,"The look I've loved, the rush I've run"
01K5K18MWPDB4WZWSS5YKEH9M5,The she's with me as the galley show
01K5K18N5P5Z6SSA1K9NM85S07,"The sheltered books, the camera crackers"
01K5K18NEM37ZWY66ASYZN1D66,"The blackened home, the cold touch"
01K5K18NQN5220N4TH8J89DPGH,"The books and gloves, the cubicles"
01K5K18P0VP5B1KST0AQ751DCV,"The house of sleep, the new home"
01K5K18P9AJMBSQWGSMM58G6NQ,Party and fun
01K5K18PKBCYAQ6BX75HHSVC0V,Ito yung apoko.
01K5K18PVRE82H97DTFQEEHENR,"Anak ito ni Polong, yung vice mayor."
01K5K18Q4C8VGBFCNQ8ZQDAKZE,Ito yung Jahin.
01K5K18QC4STZT0MMXHDXAKA64,Aligay.
01K5K18QM4JAJ9CCX1TAA93WFM,"Ito, ante ito niya."
01K5K18QVYH5XJ01YNQQBYMYRX,Bukhan ninyo.
01K5K18R3YQSVJCTF975FSVCP3,"Ito yung ante, ito yung tita niya ito."
01K5K18RC1SVC95RMH594B8TSD,Kasi nagkaanap ako 60 years old na.
01K5K18RN0VJ3YK67TPX27N9RB,"Nang pag-o. So, nauna ito siya."
01K5K18RXYXYB4XCPZ564MHEFY,"Hindi to pang matagalan, sabihin mo ang pangalan"
01K5K18S7DC412ST1QD4KAX1PB,Kupa kailangan mo ng kahalu-bilo magwal-wal
01K5K18SGC4KGTYH5YHVSNPPMM,"Soka asa lang kalan, di ang kalambihan ang galaw"
01K5K18SSR2X6F4ZC7PAKE886B,"Di na kapahuridong, di't ang kasalan"
01K5K18T2QDDYGXHMYVWJRXQ20,Walang alawa to ang amat bumaflo
01K5K18TBE29DCTFCN2CRPCTGJ,"Medyo makalat mapuso, medyo kailangan kita"
01K5K18TM71J6YJE5Q1NT5ZV8S,Hindi na ako mapapaluso
01K5K18TX11PRVT937A382HQ46,"Kung sa matao bumafot, ikaw lang ang gusto mapanukot"
01K5K18V6D09VTXZC42PEQH4DM,Umispagetti pababao pataas
01K5K18VFC13MZ5KVX7K8DZ1BM,"O lumukot, o lumukot"
01K5K18VQWHY2N73JB6BV4JXGK,"O dumabao, tumampin ang halik"
01K5K18W0YJV4ZVHRJS5BZTE1M,Nabubuo mo ang pangkasa ko kaya pumabalik
01K5K18WAD4XCKFR95D2CBC50Q,Wala nang korot
01K5K18WJBCYYZ3NG4V4JDSER0,Eto naku sa'ng to dali
01K5K18WTZT8ZR4R5JM25T7RVS,Munding busa mo ko sa'yo lang lalate
01K5K18X49MQKP7HFCVR68EJC5,Version 18 na thumb by cap ni Pio Balbuena
01K5K18XBTJTN2TYMSYK9QVZWY,Nagkakahalaga ng 4-5 milyong piso
01K5K18XJY9A071SC9ZPXGM3ZW,Dahil lang sa may firma nya at ni Wamos
01K5K18XT694F258GZ51G0DFZ1,"May firma ni Wamos, may firma ko"
01K5K18Y1CNT0WHP1J4P2H89DR,"4 million, oh 4 million"
01K5K18Y8FBV3P3HQKZ05H14ZX,"Dide, mga 5 million"
01K5K18YEPEANJBFS0S07WETV5,Pangpahipe lang ba nila ito para lalo silang pag-usapan
01K5K18YNXEWN0T03WEB1QT5ZA,O kung mangyari manito ano ang magiging tugon mo para dito?
01K5K18YXZFWXCWG3ZFXF7DTSB,Bakla ilan score mo?
01K5K18Z4ZFT3YPTC04TF45GDM,Bakla ang dami mong mali ko pal ka?
01K5K18ZC06YZASGV01E9NCZ8C,Dinamihan ko talaga yung mali ko
01K5K18ZK8EQTAVWSA94M60MCK,Para sa inyo
01K5K18ZSMS77FT3NE275N0NYB,Kasi what if dinamihan ko yung tama ko?
01K5K1901BKC638Q210QRZ4A6H,Yung dindinsless ako?
01K5K1908G5ZP451ZKN0T5HPBX,Mas importante kayo kesa sa grades ko
01K5K190G6S8DY1VYDRFWC5Q2K,Kasi mahal ko kayo
01K5K190PSZACB4W60EH8FW5X5,Plastic mo yung di ka lang nag-review eh
01K5K190Y2DQJGME9NTXE4V6WV,Unang kitatayon. Ilang floor ba to?
01K5K1914Y0PKD1J6R2SQ813W5,Lugyan ng in-check dyan.
01K5K191CEZV7K2KFXNBTP4ZW5,"Huwag naman, pinisak ko. Umiliyak na ka, oh."
01K5K191KZZHKD1823NER9AXQM,Umiliyak din ako. Umiliyak ka yan.
01K5K191TX3SQSXHECDWZR3S1W,"Wala paan tulog yan, oh. Two days, oh."
01K5K1921RQ38EF29VF9NGK4K3,"Pangas pa bangas din, oh."
01K5K19295WJM46K7H4FGDWWFJ,Bakit iyan na ikisali? Bakit ka nang ikinalo?
01K5K192G1MYYZ1ZS0FKYEFEXQ,Bakit pinisak ko eh. Umiliyak na kayo. Wala ka nang tulog yung two days eh.
01K5K192QD5CYQJR5DJK34F6MW,"Ang pangas yung pinisan mo, ang umuka mo."
01K5K192Y7ZY9CZYYKZ0AKJRJ3,Ha? Nagagaw nga siya ng ano?
01K5K1934TGYGCP4M52PEMB3PE,"Mas ka na dito. Di ka naman naga dito, ah."
01K5K193BSSN0F65GN189ZESZN,"Oh, alit naman talaga ako."
01K5K193JHZQQJYRNXJK03Z0N0,Dun yung pesta ko. Sa'n mo ako pinapaano?
01K5K193SW1D1Y7D9X3CY9P1YC,Dun yung pesta mo. Dito ka.
01K5K1940RF5G0YCYAGEHVQF1M,"Oyo, oyo, oyo, oyo, oyo!"
01K5K194829T1A94ZMF64KPX8N,Mga flip top na pinapanood ko when I was a bata.
01K5K194FHXF9HBCQV33SNXA8X,"Para kang walis, hindi ka umaalis kasi isa kang mabilis."
